board_name,board_website,board_phone,board_email,agency_affiliation,agency_url,picture_url,bio,city,name,term_end,position,party
Aeronautics Commission of South Dakota,http://www.sddot.com/dot/commissions/aeronautics/Default.aspx,605-773-5105,Jack.Dokken@state.sd.us,Department of Transportation,http://wdot.sd.gov,https://boardsandcommissions.sd.gov/bcuploads/Rolf%20photo.PNG,"Appointed 2018. Rolf Johnson was born and raised in Aberdeen, SD. He graduated from Aberdeen Central High School. He has two associate degrees, automotive technology and automotive marketing, as well as bachelor’s degrees in management and marketing from Northwood University in Midland, MI. In the early 80's, Rolf obtained his private pilot license that allowed him to either piloted or co-piloted trips for family business purposes. Since 2000, he has held various board seats on the Aberdeen Airport Advisory Board where he is currently Vice Chair. In 2010, Rolf co-founded the Brown County Flying Club. In the three years to follow, he recruited 10 new pilots to join the club. Rolf has piloted at least a dozen aircraft and has flown to most of South Dakota’s airports along with 100 plus airports nationwide. Rolf lives with his wife Valerie at Mina Lake, 12 miles west of Aberdeen. He has three grown children. His hobbies outside of flying include running, cars, and motorcycles.",Mina,Rolf Johnson,2024-10-30,Pilot,
Aeronautics Commission of South Dakota,http://www.sddot.com/dot/commissions/aeronautics/Default.aspx,605-773-5105,Jack.Dokken@state.sd.us,Department of Transportation,http://wdot.sd.gov,https://boardsandcommissions.sd.gov/bcuploads/Kassidy%201.JPG,"Appointed 2018. Kassidy Nelson grew up in Elkton, SD. He joined the US Army in 2009 after receiving a BS degree in Aviation Education from SDSU. He was assigned to the 1-6 Cavalry Regiment at Fort Riley, KS. He served as an air mission commander & unit trainer during Operation Enduring Freedom in Afghanistan from 2013-14. After receiving an honorable discharge from active US Army service, he returned home to continue his service as a North Dakota guardsman flying the UH-72 & has been flying the rural communities as fixed-wing and helicopter pilot for Avera Careflight. He’s continued his involvement in the SDSU Aviation program by sharing his experiences & insights & has been an SDSU aviation advisory board member since 2010. Kassidy’s professional aeronautical certifications include: Airline Transport Pilot, Commercial Pilot Privileges, and Certified Flight Instructor.",Elkton,Kassidy Nelson,2025-10-30,Pilot,
Aeronautics Commission of South Dakota,http://www.sddot.com/dot/commissions/aeronautics/Default.aspx,605-773-5105,Jack.Dokken@state.sd.us,Department of Transportation,http://wdot.sd.gov,http://boardsandcommissions.sd.gov/bcuploads/ericodenbach.jpg,"Appointed 2012. Eric Odenbach was born in Aberdeen, SD on December 10, 1975. He is a 1994 graduate of Eureka High School, a 1998 graduate of Southeast Technical Institute with a degree in Civil Engineering, and a 2003 graduate of SDSU with a degree in Construction Management. Eric is president of Steadfast Farms L.L.C. and owns a pheasant hunting business named Greenway Guides. Eric and his wife, Kelly, have one daughter, Georgia, and live on their farm north of Eureka. Eric earned his private pilot certificate in 2012 in Florida. He currently owns and flies a 1966 Piper Comanche 260B. He is a member of AOPA, SDPA and ICS.",Eureka,Eric Odenbach,2024-10-30,Pilot,
Aeronautics Commission of South Dakota,http://www.sddot.com/dot/commissions/aeronautics/Default.aspx,605-773-5105,Jack.Dokken@state.sd.us,Department of Transportation,http://wdot.sd.gov,https://boardsandcommissions.sd.gov/bcuploads/Rieber%20photo.PNG,"Appointed 2020. Dr. Gerald “Jerry” Rieber was raised in Sabin, MN. He enlisted in the US Air Force after graduating from high school and was stationed at Offutt AFB, NE, Osan AFB, South Korea, and Goodfellow AFB, TX. He graduated from Moorhead State University in 1993, then graduated University of Minnesota Medical School in 1997 before his Orthopaedic Surgery residency. He and his wife Tammy moved to Watertown, SD to begin his Orthopaedic practice at Glacial Lakes Orthopaedics in 2002. Jerry began flying while in the Air Force. He completed his private pilot certificate in 2016 through Lake Area Technical Institute. He obtained his instrument rating in 2019 and is working towards his commercial rating and multi engine endorsements. He currently owns and flies a Cessna T210M and a Cessna 150L. Jerry and his wife have 3 grown children. In his free time, he enjoys working on projects in his shop, snowmobiling, motorcycling, and spending time at the lake or in the Black Hills.",Watertown,Gerald Rieber,2025-10-30,Pilot,
Aeronautics Commission of South Dakota,http://www.sddot.com/dot/commissions/aeronautics/Default.aspx,605-773-5105,Jack.Dokken@state.sd.us,Department of Transportation,http://wdot.sd.gov,https://boardsandcommissions.sd.gov/bcuploads/J%20Taylor%202023.jpg,"John Taylor grew up in Sioux Falls, SD. He holds a B.A. in Economics (St. Olaf College, 2001) and a Juris Doctorate (University of South Dakota, 2006). After passing the South Dakota bar exam, John served as an active duty US Army Aviation Officer and CH-47 Chinook pilot from 2006-2014. He was stationed in Alabama, Alaska, and Kansas, and served two overseas combat tours (Pakistan, 2010; Afghanistan 2013-14). John left active duty in 2014 to open a law practice in Sioux Falls. He is a board member of the Sioux Falls Regional Airport Authority and licensed by the FAA as a CFI-I flight instructor, ATP helicopter pilot, and Airframe and Powerplant mechanic. John flies (and maintains) a small twin-engine Cessna airplane. Additionally, John is a member of the Lawyer-Pilot’s Bar Association and an AOPA Pilot Protection Services panel attorney. In his free time John enjoys spending time with his wife and three children, tinkering with airplanes, and most anything involving the outdoors.",Sioux Falls,John Taylor,2026-10-30,Pilot,
Capitol Complex Restoration and Beautification Commission,https://boa.sd.gov/services/citizens/ccrbc.aspx,605-773-3688,Leah.Svendsen@state.sd.us,Bureau of Administration,http://boa.sd.gov/,,Not specified.,Pierre,Carla Bachand,2027-06-30,,Republican
Capitol Complex Restoration and Beautification Commission,https://boa.sd.gov/services/citizens/ccrbc.aspx,605-773-3688,Leah.Svendsen@state.sd.us,Bureau of Administration,http://boa.sd.gov/,,Not specified.,Pierre,Tim Engel,2022-06-30,,Republican
Capitol Complex Restoration and Beautification Commission,https://boa.sd.gov/services/citizens/ccrbc.aspx,605-773-3688,Leah.Svendsen@state.sd.us,Bureau of Administration,http://boa.sd.gov/,,Not specified.,Pierre,David Gilbertson,2024-06-30,,Democrat
Capitol Complex Restoration and Beautification Commission,https://boa.sd.gov/services/citizens/ccrbc.aspx,605-773-3688,Leah.Svendsen@state.sd.us,Bureau of Administration,http://boa.sd.gov/,,Not specified.,Pierre,Laurie Gill,2027-06-30,,Republican
Capitol Complex Restoration and Beautification Commission,https://boa.sd.gov/services/citizens/ccrbc.aspx,605-773-3688,Leah.Svendsen@state.sd.us,Bureau of Administration,http://boa.sd.gov/,,Not specified.,Pierre,Steve Harding,,Mayor of Pierre,Republican
Capitol Complex Restoration and Beautification Commission,https://boa.sd.gov/services/citizens/ccrbc.aspx,605-773-3688,Leah.Svendsen@state.sd.us,Bureau of Administration,http://boa.sd.gov/,,Not specified.,Fort Pierre,Pat Miller,2025-06-30,,Republican
Capitol Complex Restoration and Beautification Commission,https://boa.sd.gov/services/citizens/ccrbc.aspx,605-773-3688,Leah.Svendsen@state.sd.us,Bureau of Administration,http://boa.sd.gov/,,Not specified.,Fort Pierre,Peggy Stout,2025-06-30,,Republican
Capitol Complex Restoration and Beautification Commission,https://boa.sd.gov/services/citizens/ccrbc.aspx,605-773-3688,Leah.Svendsen@state.sd.us,Bureau of Administration,http://boa.sd.gov/,,Not specified.,Pierre,Don Zeller,2022-06-30,,Republican
"Fort Sisseton, Governor's Commission on",http://gfp.sd.gov/state-parks/directory/fort-sisseton/commission.aspx,605-882-5200,William.Collignon@state.sd.us  ,"Department of Game, Fish, and Parks",http://gfp.sd.gov/,,Doug.Eidahl@vantagepnt.com 605.999.6337 605.995.1750,Groton,Doug Eidahl,2025-11-24,Member,
"Fort Sisseton, Governor's Commission on",http://gfp.sd.gov/state-parks/directory/fort-sisseton/commission.aspx,605-882-5200,William.Collignon@state.sd.us  ,"Department of Game, Fish, and Parks",http://gfp.sd.gov/,,tgarry@itctel.com 605.345.3639,Webster,Gregory Garry,2022-11-24,Member,
"Fort Sisseton, Governor's Commission on",http://gfp.sd.gov/state-parks/directory/fort-sisseton/commission.aspx,605-882-5200,William.Collignon@state.sd.us  ,"Department of Game, Fish, and Parks",http://gfp.sd.gov/,,605.448.5163 605.880.4958,Britton,Judy Gulleson,2023-11-24,Member,
"Fort Sisseton, Governor's Commission on",http://gfp.sd.gov/state-parks/directory/fort-sisseton/commission.aspx,605-882-5200,William.Collignon@state.sd.us  ,"Department of Game, Fish, and Parks",http://gfp.sd.gov/,,Jim.Hagen@state.sd.us 605.773.3301,Pierre,Jim Hagen,,Secretary of Tourism,
"Fort Sisseton, Governor's Commission on",http://gfp.sd.gov/state-parks/directory/fort-sisseton/commission.aspx,605-882-5200,William.Collignon@state.sd.us  ,"Department of Game, Fish, and Parks",http://gfp.sd.gov/,,701.680.2287,Britton,JoAnn Hawkinson,2025-11-24,Member,
"Fort Sisseton, Governor's Commission on",http://gfp.sd.gov/state-parks/directory/fort-sisseton/commission.aspx,605-882-5200,William.Collignon@state.sd.us  ,"Department of Game, Fish, and Parks",http://gfp.sd.gov/,,bhoskins@minnehahacounty.org 605.594.3849(Home) 605.978.7001 (Work),Garretson,Bill Hoskins,2023-11-24,Member,
"Fort Sisseton, Governor's Commission on",http://gfp.sd.gov/state-parks/directory/fort-sisseton/commission.aspx,605-882-5200,William.Collignon@state.sd.us  ,"Department of Game, Fish, and Parks",http://gfp.sd.gov/,,(605-881-2479 (605) 698-4230 cvhove@venturecomm.net,Sisseton,Calvin Hove,2023-11-24,Member,
"Fort Sisseton, Governor's Commission on",http://gfp.sd.gov/state-parks/directory/fort-sisseton/commission.aspx,605-882-5200,William.Collignon@state.sd.us  ,"Department of Game, Fish, and Parks",http://gfp.sd.gov/,,kirk.hulstein@travelsouthdakota.com 605.773.5034,Pierre,Kirk Hulstein,,Tourism Liason,
"Fort Sisseton, Governor's Commission on",http://gfp.sd.gov/state-parks/directory/fort-sisseton/commission.aspx,605-882-5200,William.Collignon@state.sd.us  ,"Department of Game, Fish, and Parks",http://gfp.sd.gov/,,kirkajones64@gmail.com 605.448.5549,Britton,Kirk Jones,2025-11-24,Vice Chairman,
"Fort Sisseton, Governor's Commission on",http://gfp.sd.gov/state-parks/directory/fort-sisseton/commission.aspx,605-882-5200,William.Collignon@state.sd.us  ,"Department of Game, Fish, and Parks",http://gfp.sd.gov/,,jspatrick@datatruck.com 605.881.1870,Watertown,Jim Patrick,2024-11-24,Member,
"Fort Sisseton, Governor's Commission on",http://gfp.sd.gov/state-parks/directory/fort-sisseton/commission.aspx,605-882-5200,William.Collignon@state.sd.us  ,"Department of Game, Fish, and Parks",http://gfp.sd.gov/,,brucesranch@gmail.com 701.866.8485 605.698.3857,Sisseton,Bruce Prins,2022-11-24,Chairman,
"Fort Sisseton, Governor's Commission on",http://gfp.sd.gov/state-parks/directory/fort-sisseton/commission.aspx,605-882-5200,William.Collignon@state.sd.us  ,"Department of Game, Fish, and Parks",http://gfp.sd.gov/,,605.949.1459 605.938.4814 Linda.quade@sdstate.edu,Wilmot,Linda Quade,2024-11-24,Member,
"Fort Sisseton, Governor's Commission on",http://gfp.sd.gov/state-parks/directory/fort-sisseton/commission.aspx,605-882-5200,William.Collignon@state.sd.us  ,"Department of Game, Fish, and Parks",http://gfp.sd.gov/,,(605) 881-1717 rosie@sdglaciallakes.com,Watertown,Rosie Smith,2023-11-24,Member,
"Fort Sisseton, Governor's Commission on",http://gfp.sd.gov/state-parks/directory/fort-sisseton/commission.aspx,605-882-5200,William.Collignon@state.sd.us  ,"Department of Game, Fish, and Parks",http://gfp.sd.gov/,,612.867.1008 605.738.2377 Chuckv4458@gmail.com,Veblem,Chuck Vrchota,2024-11-24,Member,
"Fort Sisseton, Governor's Commission on",http://gfp.sd.gov/state-parks/directory/fort-sisseton/commission.aspx,605-882-5200,William.Collignon@state.sd.us  ,"Department of Game, Fish, and Parks",http://gfp.sd.gov/,,caseyw@visitaberdeensd.com 605.216.7058,"Aberdeen, SD",Casey Weismantel,2022-11-24,Member,
"Human Rights, Commission on",http://dlr.sd.gov/human_rights/commission.aspx,605-773-3681,Amber.Mulder@state.sd.us,Department of Labor and Regulation,http://dlr.sd.gov/,,,Pierre,Vivian Asmussen,2025-06-30,,Democrat
"Human Rights, Commission on",http://dlr.sd.gov/human_rights/commission.aspx,605-773-3681,Amber.Mulder@state.sd.us,Department of Labor and Regulation,http://dlr.sd.gov/,,,Vermillion,AJ Franken,2027-06-30,,Republican
"Human Rights, Commission on",http://dlr.sd.gov/human_rights/commission.aspx,605-773-3681,Amber.Mulder@state.sd.us,Department of Labor and Regulation,http://dlr.sd.gov/,,,Winner,Marilyn Grossenburg,2027-06-30,,Republican
"Human Rights, Commission on",http://dlr.sd.gov/human_rights/commission.aspx,605-773-3681,Amber.Mulder@state.sd.us,Department of Labor and Regulation,http://dlr.sd.gov/,,,Volga,Peggy Miller,2027-06-30,,Independant
"Human Rights, Commission on",http://dlr.sd.gov/human_rights/commission.aspx,605-773-3681,Amber.Mulder@state.sd.us,Department of Labor and Regulation,http://dlr.sd.gov/,,,Sioux Falls,David Volk,2025-06-30,,Republican
Community Based Provider Shared Savings Workgroup,,605.773.3166,sarah.aker@state.sd.us,Office of the Governor,,,,,Sarah Aker,,"Department of Social Services, Division of Medical Services",
Community Based Provider Shared Savings Workgroup,,605.773.3166,sarah.aker@state.sd.us,Office of the Governor,,,,,Kathy Bad Moccasin,,Indian Health Service (IHS),
Community Based Provider Shared Savings Workgroup,,605.773.3166,sarah.aker@state.sd.us,Office of the Governor,,,,,Melony Bertram,,Community Connections Inc.,
Community Based Provider Shared Savings Workgroup,,605.773.3166,sarah.aker@state.sd.us,Office of the Governor,,,,,Corey Brown,,Sanford Health,
Community Based Provider Shared Savings Workgroup,,605.773.3166,sarah.aker@state.sd.us,Office of the Governor,,,,,Dan Cross,,Community Support Providers of South Dakota,
