board_name,agency_affiliation,name,position,city,term_end,party,picture_url,bio,board_website,board_phone,board_email,agency_website
American Dairy Association of South Dakota,Department of Ag and Natural Resources,Riley Boadwine,Producer,Baltic,2026-10-31,,,,https://sdda.sd.gov/boards-and-commissions/american-dairy-association-of-south-dakota-board/,605-826-4427,marvjoy@itctel.com,https://danr.sd.gov/
Animal Industry Board,Department of Ag and Natural Resources,Brian Nagel,Livestock Feeder,Avon,2026-10-30,,,,http://aib.sd.gov/,605-773-3321,aibmail@state.sd.su,https://danr.sd.gov/
Animal Industry Board,Department of Ag and Natural Resources,Josh Kitzan,Sheep Grower,Nisland,2027-10-30,,,,http://aib.sd.gov/,605-773-3321,aibmail@state.sd.su,https://danr.sd.gov/
Animal Industry Board,Department of Ag and Natural Resources,Kevin Larson,Owner-operator Auction,Aberdeen,2026-10-30,,,,http://aib.sd.gov/,605-773-3321,aibmail@state.sd.su,https://danr.sd.gov/
Animal Industry Board,Department of Ag and Natural Resources,Lynn Boadwine,Dairy Producer,Baltic,2025-10-30,,,,http://aib.sd.gov/,605-773-3321,aibmail@state.sd.su,https://danr.sd.gov/
Animal Industry Board,Department of Ag and Natural Resources,Scot Eisenbraun,Cattleman,,2027-10-30,,,,http://aib.sd.gov/,605-773-3321,aibmail@state.sd.su,https://danr.sd.gov/
Animal Industry Board,Department of Ag and Natural Resources,Stephanie Stevens,Veterinarian,Edgemont,2027-10-30,,,,http://aib.sd.gov/,605-773-3321,aibmail@state.sd.su,https://danr.sd.gov/
Animal Industry Board,Department of Ag and Natural Resources,Steven Rommereim,Pork Producer,Alcester,2025-10-30,,,,http://aib.sd.gov/,605-773-3321,aibmail@state.sd.su,https://danr.sd.gov/
"Appraisal, Board of",School and Public Lands,Rich Sattgast,State Auditor,Pierre,,,,,,605-773-3104,Ryan.Brunner@state.sd.us,http://www.sdpubliclands.com/
"Appraisal, Board of",School and Public Lands,Ryan Brunner,Commissioner of School and Public Lands,Pierre,,,,,,605-773-3104,Ryan.Brunner@state.sd.us,http://www.sdpubliclands.com/
Arts Council,Department of Tourism,Cristen Roghair,,Okaton,2024-06-30,,,,http://artscouncil.sd.gov/,605-773-3301,Patrick.Baker@state.sd.us,http://travelSouthDakota.com
Arts Council,Department of Tourism,Dohui Kim,Treasurer,Sioux Falls,2022-06-30,,,,http://artscouncil.sd.gov/,605-773-3301,Patrick.Baker@state.sd.us,http://travelSouthDakota.com
Arts Council,Department of Tourism,James Walker,,Bath,2023-06-30,,,,http://artscouncil.sd.gov/,605-773-3301,Patrick.Baker@state.sd.us,http://travelSouthDakota.com
Arts Council,Department of Tourism,Jane Rasmussen,,Sisseton,2023-06-30,,,,http://artscouncil.sd.gov/,605-773-3301,Patrick.Baker@state.sd.us,http://travelSouthDakota.com
Arts Council,Department of Tourism,Joanna Lawler,Chair,Rapid City,2024-06-30,,,,http://artscouncil.sd.gov/,605-773-3301,Patrick.Baker@state.sd.us,http://travelSouthDakota.com
Arts Council,Department of Tourism,John Mogen,Vice Chair,Sioux Falls,2022-06-30,,,,http://artscouncil.sd.gov/,605-773-3301,Patrick.Baker@state.sd.us,http://travelSouthDakota.com
Arts Council,Department of Tourism,Josh Spies,,Sioux Falls,2024-06-30,,,,http://artscouncil.sd.gov/,605-773-3301,Patrick.Baker@state.sd.us,http://travelSouthDakota.com
Arts Council,Department of Tourism,Lee Ann Roripaugh,,Vermillion,2022-06-30,,,,http://artscouncil.sd.gov/,605-773-3301,Patrick.Baker@state.sd.us,http://travelSouthDakota.com
Arts Council,Department of Tourism,Mary Bordeaux,,Pine Ridge,2024-06-30,,,,http://artscouncil.sd.gov/,605-773-3301,Patrick.Baker@state.sd.us,http://travelSouthDakota.com
Arts Council,Department of Tourism,Nan Venhuizen,Secretary,Sioux Falls,2022-06-30,,,,http://artscouncil.sd.gov/,605-773-3301,Patrick.Baker@state.sd.us,http://travelSouthDakota.com
Arts Council,Department of Tourism,Roger Broer,,Hill City,2024-06-30,,,,http://artscouncil.sd.gov/,605-773-3301,Patrick.Baker@state.sd.us,http://travelSouthDakota.com
"Athletic Commission, South Dakota",Department of Labor and Regulation,Chet Kilmer,Commissioner,Spearfish,2027-06-30,Republican,,,http://dlr.sd.gov/athleticcommission,605-224-1721,SDAC@midwestsolutionssd.com,http://dlr.sd.gov/
"Athletic Commission, South Dakota",Department of Labor and Regulation,Jeremy Fox,Secretary,Bancroft,2027-06-30,Republican,,,http://dlr.sd.gov/athleticcommission,605-224-1721,SDAC@midwestsolutionssd.com,http://dlr.sd.gov/
"Athletic Commission, South Dakota",Department of Labor and Regulation,Kaleb Paulsen,Vice-Chairman,Sioux Falls,2026-06-30,Independant,,,http://dlr.sd.gov/athleticcommission,605-224-1721,SDAC@midwestsolutionssd.com,http://dlr.sd.gov/
"Athletic Commission, South Dakota",Department of Labor and Regulation,Verle Valentine,Chairman,Sioux Falls,2025-06-30,Republican,,,http://dlr.sd.gov/athleticcommission,605-224-1721,SDAC@midwestsolutionssd.com,http://dlr.sd.gov/
Banking Commission,Department of Labor and Regulation,Jeffory Erickson,State Bank,Sioux Falls,2026-10-30,,,,http://dlr.sd.gov/banking/commission.aspx,605-773-3421,banking@state.sd.us,http://dlr.sd.gov/
Banking Commission,Department of Labor and Regulation,John Johnson,Public Member,Piedmont,2026-10-30,,,,http://dlr.sd.gov/banking/commission.aspx,605-773-3421,banking@state.sd.us,http://dlr.sd.gov/
Banking Commission,Department of Labor and Regulation,Kevin Tetzlaff,State Bank,Brookings,2025-10-30,,,,http://dlr.sd.gov/banking/commission.aspx,605-773-3421,banking@state.sd.us,http://dlr.sd.gov/
Banking Commission,Department of Labor and Regulation,Richard Westra,State Bank,Aberdeen,2025-10-30,,,,http://dlr.sd.gov/banking/commission.aspx,605-773-3421,banking@state.sd.us,http://dlr.sd.gov/
Banking Commission,Department of Labor and Regulation,Stephen Hayes,State Bank,Presho,2027-10-30,,,,http://dlr.sd.gov/banking/commission.aspx,605-773-3421,banking@state.sd.us,http://dlr.sd.gov/
"Barber Examiners, Board of",Department of Labor and Regulation,James McGuire,Barber,Colman,2026-10-30,,,,http://dlr.sd.gov/barber,605-773-6193,barber@state.sd.us,http://dlr.sd.gov/
"Barber Examiners, Board of",Department of Labor and Regulation,Jeffrey Runyan,Lay Member,Pierre,2027-10-30,,,,http://dlr.sd.gov/barber,605-773-6193,barber@state.sd.us,http://dlr.sd.gov/
"Barber Examiners, Board of",Department of Labor and Regulation,Kristy Wright,Barber,Redfield,2025-10-30,,,,http://dlr.sd.gov/barber,605-773-6193,barber@state.sd.us,http://dlr.sd.gov/
"Barber Examiners, Board of",Department of Labor and Regulation,Leonard Ivey,Barber,Aberdeen,2027-10-30,,,,http://dlr.sd.gov/barber,605-773-6193,barber@state.sd.us,http://dlr.sd.gov/
Behavioral Health Advisory Council,Department of Social Services,Angie Dammer,Family member or caregiver of a child with a serious emotional disturbance or substance use disorder or both,Sioux Falls,2025-10-30,,,,http://dss.sd.gov/,605-773-3165,DSSBoards&Commissions@state.sd.us,https://dss.sd.gov/behavioralhealth/about.aspx
Behavioral Health Advisory Council,Department of Social Services,Bryan Harberts,Rep. of a psychiatric residential treatment program (Provider),Sioux Falls,2025-10-30,,,,http://dss.sd.gov/,605-773-3165,DSSBoards&Commissions@state.sd.us,https://dss.sd.gov/behavioralhealth/about.aspx
Behavioral Health Advisory Council,Department of Social Services,Chuck Frieberg,State Criminal Justice Agency - UJS,Pierre,,,,,http://dss.sd.gov/,605-773-3165,DSSBoards&Commissions@state.sd.us,https://dss.sd.gov/behavioralhealth/about.aspx
Behavioral Health Advisory Council,Department of Social Services,Colleen Campbell-Lane,Health Care Provider,Aberdeen,,,,,http://dss.sd.gov/,605-773-3165,DSSBoards&Commissions@state.sd.us,https://dss.sd.gov/behavioralhealth/about.aspx
Behavioral Health Advisory Council,Department of Social Services,Dianna Marshall,Advocacy Organization,Rapid City,,,,,http://dss.sd.gov/,605-773-3165,DSSBoards&Commissions@state.sd.us,https://dss.sd.gov/behavioralhealth/about.aspx
Behavioral Health Advisory Council,Department of Social Services,Dominique Tigert,Family member or caregiver of an adult with a serious mental illnes or in recovery from a substance use disorder or both,Rapid City,2024-10-30,,,,http://dss.sd.gov/,605-773-3165,DSSBoards&Commissions@state.sd.us,https://dss.sd.gov/behavioralhealth/about.aspx
Behavioral Health Advisory Council,Department of Social Services,Eric Weiss,State Vocational Rehabilitation Agency,Pierre,,,,,http://dss.sd.gov/,605-773-3165,DSSBoards&Commissions@state.sd.us,https://dss.sd.gov/behavioralhealth/about.aspx
Behavioral Health Advisory Council,Department of Social Services,Faith Goehring,Adult with a serious mental illness or in recovery from a substance use disorder or both,Belle Fourche,2024-10-30,,,,http://dss.sd.gov/,605-773-3165,DSSBoards&Commissions@state.sd.us,https://dss.sd.gov/behavioralhealth/about.aspx
Behavioral Health Advisory Council,Department of Social Services,Heather Petermann,State Medicaid Agency,Pierre,,,,,http://dss.sd.gov/,605-773-3165,DSSBoards&Commissions@state.sd.us,https://dss.sd.gov/behavioralhealth/about.aspx
Behavioral Health Advisory Council,Department of Social Services,Jason Lillich,Contracted substance use disorder treatment provider,Lemmon,2024-10-30,,,,http://dss.sd.gov/,605-773-3165,DSSBoards&Commissions@state.sd.us,https://dss.sd.gov/behavioralhealth/about.aspx
Behavioral Health Advisory Council,Department of Social Services,Joanne Hairy Shirt,Family member or caregiver of a child with a serious emotional disturbance or substance use disorder or both,Groton,2024-10-30,,,,http://dss.sd.gov/,605-773-3165,DSSBoards&Commissions@state.sd.us,https://dss.sd.gov/behavioralhealth/about.aspx
Behavioral Health Advisory Council,Department of Social Services,Jon Sommervold,Adult with a serious mental illness or in recovery from a substance use disorder or both,Sioux Falls,2023-10-30,,,,http://dss.sd.gov/,605-773-3165,DSSBoards&Commissions@state.sd.us,https://dss.sd.gov/behavioralhealth/about.aspx
Behavioral Health Advisory Council,Department of Social Services,Joseph Tielke,State Housing Agency,Pierre,,,,,http://dss.sd.gov/,605-773-3165,DSSBoards&Commissions@state.sd.us,https://dss.sd.gov/behavioralhealth/about.aspx
Behavioral Health Advisory Council,Department of Social Services,Kara Graveman,Contracted prevention provider,Spearfish,2024-10-30,,,,http://dss.sd.gov/,605-773-3165,DSSBoards&Commissions@state.sd.us,https://dss.sd.gov/behavioralhealth/about.aspx
Behavioral Health Advisory Council,Department of Social Services,Kristi Bunkers,State Criminal Justice Agency - DOC,Sioux Falls,,,,,http://dss.sd.gov/,605-773-3165,DSSBoards&Commissions@state.sd.us,https://dss.sd.gov/behavioralhealth/about.aspx
Behavioral Health Advisory Council,Department of Social Services,Matt Glanzer,Adult with a serious mental illness or in recovery from a substance use disorder or both,Sioux Falls,2025-10-30,,,,http://dss.sd.gov/,605-773-3165,DSSBoards&Commissions@state.sd.us,https://dss.sd.gov/behavioralhealth/about.aspx
Behavioral Health Advisory Council,Department of Social Services,Melanie Boetel,State Mental Health Agency,Sioux Falls,,,,,http://dss.sd.gov/,605-773-3165,DSSBoards&Commissions@state.sd.us,https://dss.sd.gov/behavioralhealth/about.aspx
